fecha_snapshot,marca_temporal_extraccion,id_producto,id_ubicacion,precio,precio_referencia,cantidad_unidad,formato_cantidad,es_novedad,disponible
2026-07-05,2026-07-05T08:29:46.090713+00:00,10005,alicante_03001,2.45,2.45,1.0,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10043,alicante_03001,2.4,2.0,1.2,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10050,alicante_03001,1.55,1.29,1.2,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10051,alicante_03001,1.55,1.29,1.2,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10054,alicante_03001,1.55,1.29,1.2,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10055,alicante_03001,1.75,1.46,1.2,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10066,alicante_03001,2.85,3.79,0.752,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10106,alicante_03001,1.5,1.25,1.2,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10117,alicante_03001,1.3,6.6,0.197,kg,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10126,alicante_03001,2.19,1.83,1.2,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10146,alicante_03001,10.14,1.69,6.0,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10161,alicante_03001,1.55,3.1,0.5,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10199,alicante_03001,1.85,3.08,0.6,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10275,alicante_03001,2.25,3.75,0.6,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10276,alicante_03001,1.95,3.9,0.5,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10281,alicante_03001,10.14,1.69,6.0,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10282,alicante_03001,1.69,1.69,1.0,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10286,alicante_03001,2.71,6.3,0.43,kg,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10320,alicante_03001,2.4,4.0,0.6,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10346,alicante_03001,2.15,2.87,0.75,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10350,alicante_03001,3.8,0.19,0.104,kg,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10352,alicante_03001,3.8,0.19,0.104,kg,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10355,alicante_03001,3.85,0.19,0.104,kg,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10362,alicante_03001,2.19,2.21,0.99,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10376,alicante_03001,1.1,5.5,0.2,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10379,alicante_03001,5.76,0.96,6.0,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10380,alicante_03001,0.96,0.96,1.0,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10381,alicante_03001,5.04,0.84,6.0,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10382,alicante_03001,0.84,0.84,1.0,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10383,alicante_03001,4.92,0.82,6.0,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10384,alicante_03001,0.82,0.82,1.0,l,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10414,alicante_03001,5.4,7.71,0.7,kg,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10449,alicante_03001,1.4,7.0,0.2,kg,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10453,alicante_03001,3.1,11.07,0.28,kg,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10459,alicante_03001,1.95,7.8,0.25,kg,,True
2026-07-05,2026-07-05T08:29:46.090713+00:00,10467,alicante_03001,2.9,10.36,0.28,kg,,True
